bacc_inst,field,field_1,field_2,current_inst,year,...6
harvard university,engineering - biomedical engineering,engineering,biomedical engineering,massachusetts institute of technology,2025,NA
university of north carolina at chapel hill,engineering - biomedical engineering,engineering,biomedical engineering,university of north carolina at chapel hill,2025,NA
stanford university,engineering - biomedical engineering,engineering,biomedical engineering,NA,2025,NA
university of maryland,engineering - biomedical engineering,engineering,biomedical engineering,university of maryland,2025,NA
georgia institute of technology,engineering - biomedical engineering,engineering,biomedical engineering,georgia institute of technology,2025,NA
massachusetts institute of technology,engineering - biomedical engineering,engineering,biomedical engineering,boston university,2025,NA
purdue university,engineering - biomedical engineering,engineering,biomedical engineering,tufts university,2025,NA
arizona state university,engineering - biomedical engineering,engineering,biomedical engineering,washington university in st louis,2025,NA
clemson university,engineering - biomedical engineering,engineering,biomedical engineering,clemson university,2025,NA
georgia institute of technology,engineering - biomedical engineering,engineering,biomedical engineering,georgia institute of technology,2025,NA
vanderbilt university,engineering - biomedical engineering,engineering,biomedical engineering,case western reserve university,2025,NA
johns hopkins university,engineering - chemical engineering,engineering,chemical engineering,cornell university,2025,NA
massachusetts institute of technology,engineering - chemical engineering,engineering,chemical engineering,massachusetts institute of technology,2025,NA
massachusetts institute of technology,engineering - chemical engineering,engineering,chemical engineering,massachusetts institute of technology,2025,NA
university of minnesota-twin cities,engineering - chemical engineering,engineering,chemical engineering,stanford university,2025,NA
university of pittsburgh,engineering - chemical engineering,engineering,chemical engineering,university of colorado at boulder,2025,NA
massachusetts institute of technology,engineering - chemical engineering,engineering,chemical engineering,NA,2025,NA
university of chicago,engineering - chemical engineering,engineering,chemical engineering,university of chicago,2025,NA
georgia institute of technology,engineering - chemical engineering,engineering,chemical engineering,regents of the university of michigan - ann arbor,2025,NA
university of iowa,engineering - chemical engineering,engineering,chemical engineering,johns hopkins university,2025,NA
northeastern university,engineering - chemical engineering,engineering,chemical engineering,northeastern university,2025,NA
pennsylvania state univ university park,engineering - chemical engineering,engineering,chemical engineering,university of maryland,2025,NA
clemson university,engineering - chemical engineering,engineering,chemical engineering,university of florida,2025,NA
arizona state university,engineering - chemical engineering,engineering,chemical engineering,university of cambridge,2025,NA
university of missouri-columbia,engineering - chemical engineering,engineering,chemical engineering,university of missouri-columbia,2025,NA
university of puerto rico mayaguez,engineering - chemical engineering,engineering,chemical engineering,university of texas at austin,2025,NA
university of missouri-columbia,engineering - chemical engineering,engineering,chemical engineering,university of missouri-columbia,2025,NA
university of california-los angeles,engineering - chemical engineering,engineering,chemical engineering,university of california-los angeles,2025,NA
georgia institute of technology,engineering - chemical engineering,engineering,chemical engineering,georgia institute of technology,2025,NA
arizona state university,engineering - chemical engineering,engineering,chemical engineering,arizona state university,2025,NA
north carolina state university,engineering - chemical engineering,engineering,chemical engineering,university of virginia main campus,2025,NA
gustavus adolphus college,engineering - chemical engineering,engineering,chemical engineering,regents of the university of michigan - ann arbor,2025,NA
colorado school of mines,engineering - chemical engineering,engineering,chemical engineering,colorado school of mines,2025,NA
"university of california, berkeley",engineering - chemical engineering,engineering,chemical engineering,"university of california, berkeley",2025,NA
purdue university,engineering - chemical engineering,engineering,chemical engineering,cambridge university,2025,NA
massachusetts institute of technology,engineering - chemical engineering,engineering,chemical engineering,massachusetts institute of technology,2025,NA
university of maryland baltimore county,engineering - chemical engineering,engineering,chemical engineering,university of maryland baltimore county,2025,NA
university of rochester,engineering - chemical engineering,engineering,chemical engineering,northwestern university,2025,NA
washington state university,engineering - chemical engineering,engineering,chemical engineering,washington state university,2025,NA
purdue university,engineering - chemical engineering,engineering,chemical engineering,massachusetts institute of technology,2025,NA
iowa state university,engineering - chemical engineering,engineering,chemical engineering,iowa state university,2025,NA
university of michigan - ann arbor,engineering - chemical engineering,engineering,chemical engineering,north carolina state university,2025,NA
university of illinois,engineering - chemical engineering,engineering,chemical engineering,massachusetts institute of technology,2025,NA
florida state university,engineering - chemical engineering,engineering,chemical engineering,florida state university,2025,NA
georgia institute of technology,engineering - chemical engineering,engineering,chemical engineering,georgia institute of technology,2025,NA
